time_s,force_n,normal_force_n,friction_force_n,active_particles,mean_damage
7.01666667,741.11162567,0.00000000,741.11170578,640,0.60372115
7.03333333,916.26181793,0.00000000,916.26173019,640,0.60372115
7.05000000,1041.41812897,0.00000000,1041.41807556,640,0.60372111
7.06666667,1113.14088440,0.00000000,1113.14070129,640,0.60372111
7.08333333,1120.62818146,0.00000000,1120.62819672,640,0.60372111
7.10000000,1072.15222931,0.00000000,1072.15231323,640,0.60372115
7.11666667,955.71968842,0.00000000,955.71970367,640,0.60372120
7.13333333,794.04705811,0.00000000,794.04702759,640,0.60372106
7.15000000,595.36301613,0.00000000,595.36297989,640,0.60372166
7.16666667,376.55926132,0.00000000,376.55925751,640,0.60372129
7.18333333,250.62167835,0.00000000,250.62167931,640,0.60372092
7.20000000,428.97741508,0.00000000,428.97742081,640,0.60372138
7.21666667,640.41358948,0.00000000,640.41357422,640,0.60372124
7.23333333,835.58506775,0.00000000,835.58505249,640,0.60372129
7.25000000,993.16229630,0.00000000,993.16226578,640,0.60372138
7.26666667,1096.44139099,0.00000000,1096.44140625,640,0.60372111
7.28333333,1137.59645081,0.00000000,1137.59622955,640,0.60372143
7.30000000,1110.14237213,0.00000000,1110.14227295,640,0.60372143
7.31666667,1021.33281708,0.00000000,1021.33287430,640,0.60372129
7.33333333,877.69334412,0.00000000,877.69333649,640,0.60372138
7.35000000,695.26729202,0.00000000,695.26725769,641,0.60372152
7.36666667,485.93279648,0.00000000,485.93281555,640,0.60372124
7.38333333,278.39945412,0.00000000,278.39943027,640,0.60372161
7.40000000,317.98767757,0.00000000,317.98769569,640,0.60372120
7.41666667,534.91782951,0.00000000,534.91785240,640,0.60372092
7.43333333,739.09230804,0.00000000,739.09233856,640,0.60372111
7.45000000,918.91445923,0.00000000,918.91446304,640,0.60372083
7.46666667,1040.39985275,0.00000000,1040.39990234,640,0.60372115
7.48333333,1113.73224640,0.00000000,1113.73209381,640,0.60372138
7.50000000,1121.05322266,0.00000000,1121.05326843,640,0.60372129
7.51666667,1066.24248505,0.00000000,1066.24250793,640,0.60372147
7.53333333,957.43331146,0.00000000,957.43329239,640,0.60372171
7.55000000,795.03473663,0.00000000,795.03474045,640,0.60372138
7.56666667,598.66781235,0.00000000,598.66779900,640,0.60372138
7.58333333,375.20025826,0.00000000,375.20028305,640,0.60372152
7.60000000,253.30550766,0.00000000,253.30550385,640,0.60372152
7.61666667,425.32777023,0.00000000,425.32776451,640,0.60372097
7.63333333,641.21750259,0.00000000,641.21745300,640,0.60372115
7.65000000,835.86211777,0.00000000,835.86220169,641,0.60372115
7.66666667,990.08246994,0.00000000,990.08249283,641,0.60372143
7.68333333,1096.72380829,0.00000000,1096.72373962,641,0.60372129
7.70000000,1134.25600433,0.00000000,1134.25605774,641,0.60372074
7.71666667,1109.55420685,0.00000000,1109.55430603,641,0.60372129
7.73333333,1022.89999008,0.00000000,1022.90007019,641,0.60372111
7.75000000,877.12264633,0.00000000,877.12270737,641,0.60372115
7.76666667,695.76290894,0.00000000,695.76288223,641,0.60372152
7.78333333,484.08986282,0.00000000,484.08982468,641,0.60372120
7.80000000,276.14478683,0.00000000,276.14480686,641,0.60372087
7.81666667,318.58077240,0.00000000,318.58076191,640,0.60372120
7.83333333,531.21920776,0.00000000,531.21920586,640,0.60372120
7.85000000,745.68462753,0.00000000,745.68464279,640,0.60372147
7.86666667,914.61104584,0.00000000,914.61096191,640,0.60372097
7.88333333,1040.65438461,0.00000000,1040.65430069,640,0.60372134
7.90000000,1114.10419464,0.00000000,1114.10423279,640,0.60372138
7.91666667,1120.56094360,0.00000000,1120.56104279,640,0.60372087
7.93333333,1068.89159393,0.00000000,1068.89176941,640,0.60372138
7.95000000,954.44850540,0.00000000,954.44848633,640,0.60372106
7.96666667,795.52826691,0.00000000,795.52819824,640,0.60372134
7.98333333,593.79853821,0.00000000,593.79853249,640,0.60372134
8.00000000,380.06967735,0.00000000,380.06964493,640,0.60372129
8.01666667,251.11596584,0.00000000,251.11595726,640,0.60372111
8.03333333,428.95391846,0.00000000,428.95387650,640,0.60372124
8.05000000,640.99516678,0.00000000,640.99510956,640,0.60372097
8.06666667,839.21675491,0.00000000,839.21680069,640,0.60372134
8.08333333,990.83287048,0.00000000,990.83281326,641,0.60372143
8.10000000,1093.79842377,0.00000000,1093.79855347,641,0.60372111
8.11666667,1138.62863159,0.00000000,1138.62874603,641,0.60372120
8.13333333,1110.16635132,0.00000000,1110.16641998,641,0.60372129
8.15000000,1021.41353226,0.00000000,1021.41345978,641,0.60372124
8.16666667,879.01036835,0.00000000,879.01038361,640,0.60372143
8.18333333,695.90100098,0.00000000,695.90102386,641,0.60372124
8.20000000,482.42153358,0.00000000,482.42152977,641,0.60372147
8.21666667,278.90437889,0.00000000,278.90440464,641,0.60372087
8.23333333,316.92371368,0.00000000,316.92369366,641,0.60372124
8.25000000,535.21560287,0.00000000,535.21563148,640,0.60372087
8.26666667,740.13498688,0.00000000,740.13500977,641,0.60372106
8.28333333,915.59906387,0.00000000,915.59914780,640,0.60372157
8.30000000,1046.38093948,0.00000000,1046.38085556,640,0.60372134
8.31666667,1109.57392883,0.00000000,1109.57395172,640,0.60372147
8.33333333,1123.05767822,0.00000000,1123.05771637,640,0.60372124
8.35000000,1067.48158264,0.00000000,1067.48153687,640,0.60372129
8.36666667,957.87318420,0.00000000,957.87315369,641,0.60372134
8.38333333,793.92573929,0.00000000,793.92579269,641,0.60372115
8.40000000,595.22531700,0.00000000,595.22531128,640,0.60372115
8.41666667,377.49060249,0.00000000,377.49058342,640,0.60372147
8.43333333,252.80892658,0.00000000,252.80891418,640,0.60372097
8.45000000,426.75821495,0.00000000,426.75820351,640,0.60372111
8.46666667,639.40218735,0.00000000,639.40222931,641,0.60372111
8.48333333,837.79679108,0.00000000,837.79685974,641,0.60372101
8.50000000,991.80801392,0.00000000,991.80797958,641,0.60372129
8.51666667,1094.40885925,0.00000000,1094.40884399,641,0.60372111
8.53333333,1135.07756805,0.00000000,1135.07755280,641,0.60372134
8.55000000,1111.88175201,0.00000000,1111.88179779,641,0.60372134
8.56666667,1020.18447876,0.00000000,1020.18444824,641,0.60372106
8.58333333,878.26484299,0.00000000,878.26483154,641,0.60372134
8.60000000,694.51326370,0.00000000,694.51321793,641,0.60372115
8.61666667,486.92481232,0.00000000,486.92478943,640,0.60372129
8.63333333,275.11454773,0.00000000,275.11456490,640,0.60372124
8.65000000,317.05361843,0.00000000,317.05362415,640,0.60372138
8.66666667,533.43768883,0.00000000,533.43769455,640,0.60372115
8.68333333,740.25338364,0.00000000,740.25335693,640,0.60372115
8.70000000,917.37804413,0.00000000,917.37806320,640,0.60372124
8.71666667,1042.94487381,0.00000000,1042.94491196,640,0.60372120
8.73333333,1111.38443756,0.00000000,1111.38438416,640,0.60372147
8.75000000,1119.21958923,0.00000000,1119.21970367,640,0.60372106
8.76666667,1072.32037354,0.00000000,1072.32028961,640,0.60372134
8.78333333,955.21940994,0.00000000,955.21937943,640,0.60372134
8.80000000,794.43067932,0.00000000,794.43067932,640,0.60372115
8.81666667,595.63552856,0.00000000,595.63548088,640,0.60372120
8.83333333,377.26009560,0.00000000,377.26006317,640,0.60372124
8.85000000,253.59249401,0.00000000,253.59250259,640,0.60372138
8.86666667,426.42243767,0.00000000,426.42246819,640,0.60372147
8.88333333,640.38010788,0.00000000,640.38014221,640,0.60372101
8.90000000,838.03961182,0.00000000,838.03966904,640,0.60372143
8.91666667,993.09297562,0.00000000,993.09299088,640,0.60372115
8.93333333,1096.10525513,0.00000000,1096.10518646,640,0.60372120
8.95000000,1136.78178406,0.00000000,1136.78173065,640,0.60372147
8.96666667,1111.35898590,0.00000000,1111.35908508,640,0.60372115
8.98333333,1019.52176285,0.00000000,1019.52173233,640,0.60372129
9.00000000,879.50416565,0.00000000,879.50415039,640,0.60372129
9.01666667,694.05161667,0.00000000,694.05157471,640,0.60372120
9.03333333,485.16984367,0.00000000,485.16979790,640,0.60372134
9.05000000,278.21504974,0.00000000,278.21502972,640,0.60372124
9.06666667,318.83734035,0.00000000,318.83731937,640,0.60372124
9.08333333,533.32835388,0.00000000,533.32834053,640,0.60372092
9.10000000,742.50395203,0.00000000,742.50391006,640,0.60372129
9.11666667,915.75169373,0.00000000,915.75164032,640,0.60372106
9.13333333,1040.32783127,0.00000000,1040.32768250,640,0.60372106
9.15000000,1111.71367645,0.00000000,1111.71363068,640,0.60372134
9.16666667,1121.21392822,0.00000000,1121.21398926,640,0.60372115
9.18333333,1071.01934814,0.00000000,1071.01934814,640,0.60372124
9.20000000,955.20691299,0.00000000,955.20694351,640,0.60372120
9.21666667,794.86417007,0.00000000,794.86415100,640,0.60372134
9.23333333,592.30117035,0.00000000,592.30117989,640,0.60372134
9.25000000,382.92720222,0.00000000,382.92717552,640,0.60372147
9.26666667,248.13658333,0.00000000,248.13657475,641,0.60372115
9.28333333,424.23169518,0.00000000,424.23167610,640,0.60372120
9.30000000,643.36627579,0.00000000,643.36631775,640,0.60372115
9.31666667,834.81314850,0.00000000,834.81314468,640,0.60372106
9.33333333,992.31165695,0.00000000,992.31175613,641,0.60372138
9.35000000,1097.07527924,0.00000000,1097.07534790,641,0.60372111
9.36666667,1135.35641479,0.00000000,1135.35635376,641,0.60372106
9.38333333,1110.99518585,0.00000000,1110.99500275,640,0.60372111
9.40000000,1019.40298843,0.00000000,1019.40297318,641,0.60372147
9.41666667,877.73091507,0.00000000,877.73088074,640,0.60372106
9.43333333,694.89153290,0.00000000,694.89145279,640,0.60372115
9.45000000,485.36189461,0.00000000,485.36184502,640,0.60372134
9.46666667,277.29641628,0.00000000,277.29643250,640,0.60372134
9.48333333,318.47200108,0.00000000,318.47200012,640,0.60372138
9.50000000,535.95735550,0.00000000,535.95738792,640,0.60372129
9.51666667,740.25254822,0.00000000,740.25262451,640,0.60372129
9.53333333,917.13454819,0.00000000,917.13449860,640,0.60372143
9.55000000,1041.24178314,0.00000000,1041.24175644,640,0.60372120
9.56666667,1113.22387695,0.00000000,1113.22385406,640,0.60372134
9.58333333,1120.53917694,0.00000000,1120.53916168,640,0.60372138
9.60000000,1069.19264221,0.00000000,1069.19271088,640,0.60372129
9.61666667,954.69593430,0.00000000,954.69597626,640,0.60372134
9.63333333,795.27482605,0.00000000,795.27481079,640,0.60372147
9.65000000,596.97290802,0.00000000,596.97292137,640,0.60372120
9.66666667,376.01632309,0.00000000,376.01631165,640,0.60372124
9.68333333,251.78632832,0.00000000,251.78635406,640,0.60372147
9.70000000,424.63517761,0.00000000,424.63516235,640,0.60372115
9.71666667,644.88619232,0.00000000,644.88611221,640,0.60372124
9.73333333,834.30103683,0.00000000,834.30093765,640,0.60372147
9.75000000,994.04843903,0.00000000,994.04850006,641,0.60372124
9.76666667,1095.66461182,0.00000000,1095.66450500,640,0.60372143
9.78333333,1136.53718567,0.00000000,1136.53726196,640,0.60372129
9.80000000,1110.84854126,0.00000000,1110.84844208,640,0.60372124
9.81666667,1021.71352768,0.00000000,1021.71359634,640,0.60372134
9.83333333,878.32635498,0.00000000,878.32635117,640,0.60372129
9.85000000,695.10282516,0.00000000,695.10278702,640,0.60372138
9.86666667,484.98951721,0.00000000,484.98950768,640,0.60372120
9.88333333,280.15243816,0.00000000,280.15240097,640,0.60372138
9.90000000,316.59537888,0.00000000,316.59537983,640,0.60372143
9.91666667,536.12883949,0.00000000,536.12885475,640,0.60372083
9.93333333,741.33341980,0.00000000,741.33343506,640,0.60372092
9.95000000,914.49755478,0.00000000,914.49757004,640,0.60372120
9.96666667,1041.30110550,0.00000000,1041.30112457,640,0.60372180
9.98333333,1113.36368561,0.00000000,1113.36368561,640,0.60372129
